gene,control,treated,log2(fold_change)
TARS2,31.026,29.034,-0.0957358
ECM1,0.238134,0.201308,-0.24237
ADAMTSL4,0.0814946,0.229224,1.49198
MIR4257,0,0,0
SETDB1,16.1324,14.9697,-0.107917
ANXA9,3.81415,4.298,0.172303
PRUNE,9.09176,13.1945,0.537304
BNIPL,0.0612429,0.103151,0.752145
C1orf56,1.64348,2.95485,0.846329
MLLT11,1.09632,2.41618,1.14005
GABPB2,2.27834,2.85664,0.326338
"SCNM1,TNFAIP8L2,TNFAIP8L2-SCNM1",15.8975,16.0078,0.00997324
PIP5K1A,23.7333,23.8735,0.00849738
PSMD4,206.027,183.053,-0.170568
ZNF687,9.26696,9.66397,0.0605204
PSMB4,442.063,359.692,-0.297487
CGN,1.11317,6.41573,2.52694
TUFT1,6.10918,10.6079,0.796092
MIR554,0,0,0
SNX27,3.05757,4.4207,0.531889
RIIAD1,0,0.0493241,1.79769e+308
OAZ3,0.947371,1.36739,0.529428
LOC100132111,0.233505,0.421298,0.851388
LCE5A,0,0,0
CRCT1,0,0,0
LCE3C,0,0,0
LCE3B,0,0,0
LCE2D,0,0,0
LCE2C,0,0,0
LCE2B,0,0,0
LCE2A,0,0,0
LCE4A,0,0,0
C1orf68,0,0,0
KPRP,0,0.00581181,1.79769e+308
LCE1F,0,0,0
LCE1E,0,0,0
LCE1D,0,0,0
LCE1B,0,0,0
LCE1A,0,0,0
LCE6A,0,0,0
SMCP,0,0,0
IVL,0,0,0
SPRR4,0,0,0
SPRR1A,0.0983828,0.374622,1.92896
SPRR3,0,0,0
SPRR1B,0,0,0
LELP1,0,0,0
PRR9,0,0,0
LOR,0,0.0129738,1.79769e+308
S100A9,0.839664,3.11437,1.89106
S100A7A,0,0,0
S100A1,0.512197,0.985108,0.943582
CHTOP,52.8244,45.7593,-0.20714
SNAPIN,47.7652,44.575,-0.0997249
NPR1,0,0.221042,1.79769e+308
INTS3,12.7427,14.0409,0.139967
SLC27A3,0.729747,0.45125,-0.693469
CREB3L4,9.90239,14.9716,0.596382
RPS27,5013.86,5115.01,0.0288158
UBAP2L,79.3841,57.3761,-0.468401
HAX1,167.306,125.006,-0.420488
AQP10,0.0185804,0.0253525,0.448346
ATP8B2,23.6125,35.2049,0.576224
IL6R,12.4971,17.5621,0.490877
TDRD10,0.31351,0.835378,1.41392
CHRNB2,0.061981,0.0541086,-0.195969
CKS1B,263.116,189.447,-0.473907
MIR4258,0,0,0
FLAD1,57.0706,58.5649,0.037287
LENEP,0.161136,0.115929,-0.475034
ZBTB7B,23.8473,25.8761,0.117796
DCST1,0.35158,0.560219,0.672138
ADAM15,175.737,172.118,-0.0300209
EFNA4,10.2493,11.4343,0.157841
EFNA3,11.8464,21.8916,0.885923
EFNA1,6.50371,9.52345,0.550221
SLC50A1,104.974,107.662,0.0364677
TRIM46,0.288759,0.895954,1.63356
MIR92B,0,0,0
MTX1,34.4777,22.6431,-0.60659
HCN3,2.05601,4.71666,1.19792
FDPS,580.044,374.374,-0.631684
RUSC1,11.2212,13.149,0.228723
POU5F1P4,0.0166267,0.0226045,0.443113
LOC645676,2.65837,3.10628,0.224647
MSTO1,25.4426,21.7645,-0.225271
DAP3,91.1752,83.6731,-0.123878
MSTO2P,9.10306,7.28932,-0.320566
SYT11,0.111209,4.93271,5.47103
RXFP4,0.0466051,0.0281747,-0.726089
LAMTOR2,66.6606,95.3244,0.516011
RAB25,0,0.0300715,1.79769e+308
LMNA,104.687,133.258,0.348148
SEMA4A,0.501433,0.815579,0.701769
SLC25A44,19.6891,21.0559,0.0968234
"BGLAP,PMF1,PMF1-BGLAP",57.4748,24.2725,-1.24361
TMEM79,3.09352,3.41521,0.142724
C1orf182,1.50776,1.78928,0.246973
RHBG,0,0.213499,1.79769e+308
TTC24,0,0,0
APOA1BP,130.715,118.249,-0.144598
HAPLN2,0,0.111241,1.79769e+308
BCAN,0.0317784,0.261762,3.04214
RRNAD1,9.31473,16.0402,0.784108
PRCC,47.5628,45.9069,-0.0511225
NTRK1,0.075145,0.600911,2.9994
PEAR1,0.181572,0.386572,1.0902
LRRC71,0,0.030408,1.79769e+308
CYCSP52,0.825908,0.717474,-0.203054
KIRREL,0.239337,0.956347,1.99849
CD1D,0,0.0113399,1.79769e+308
CD1A,0,0,0
CD1C,0,0,0
CD1E,0,0,0
OR10K1,0,0,0
OR10R2,0,0,0
OR10Z1,0,0,0
OR6K6,0,0,0
MNDA,0,0,0
PYHIN1,0,0.0483208,1.79769e+308
IFI16,196.383,194.956,-0.0105233
CADM3,0,0.0161217,1.79769e+308
DARC,0,0,0
FCER1A,0,0.0138159,1.79769e+308
OR10J1,0,0,0
APCS,0,0,0
DUSP23,35.6708,81.8114,1.19756
FCRL6,0.0169726,0.223957,3.72195
SLAMF8,0.0574518,0.203043,1.82136
LOC100505633,0,0,0
KCNJ9,0.0157323,0.0191199,0.28135
ATP1A2,0.00282828,0.025811,3.18999
ATP1A4,0,0.00371401,1.79769e+308
CASQ1,0.0841444,0.160809,0.934406
PEA15,26.09,27.3707,0.0691325
SUMO1P3,3.33363,3.5882,0.106165
NCSTN,39.9176,29.1282,-0.454606
NHLH1,0.131942,0.0973064,-0.439295
VANGL2,0.00288577,0.015801,2.45299
SLAMF7,1.52653,2.35295,0.624214
LY9,2.36912,3.57181,0.592302
KLHDC9,1.77038,5.91263,1.73974
NIT1,15.8906,24.5018,0.624715
UFC1,120.952,59.0979,-1.03325
USP21,10.7392,10.4034,-0.0458277
PPOX,7.94782,13.6752,0.782935
NDUFS2,69.1216,67.2906,-0.0387306
FCER1G,0.0368464,0.0330613,-0.156379
TOMM40L,19.7973,20.4152,0.044339
PCP4L1,0,2.13366,1.79769e+308
SDHC,45.533,46.5495,0.0318532
FCGR2A,0.0732167,0.862731,3.55867
HSPA6,0.449418,0.752854,0.744313
FCGR2C,0.0306593,0.796729,4.69969
HSPA7,0.0502955,0.19632,1.96471
FCGR2B,0.031157,1.16757,5.22781
FCRLA,2.18195,10.0391,2.20194
FCRLB,0.791726,1.23453,0.640893
DUSP12,27.7075,27.2196,-0.0256309
ATF6,18.1086,18.824,0.0558964
NOS1AP,0.0608443,0.549732,3.17554
MIR4654,0,0,0
MIR556,0,0,0
C1orf226,0.135899,1.67771,3.62588
UHMK1,26.8321,26.4258,-0.0220154
UAP1,101.081,91.6055,-0.142007
DDR2,1.35479,1.25735,-0.107691
HSD17B7,24.8677,26.7573,0.105664
RGS4,0.0233844,0.162219,2.79432
NUF2,37.0757,35.4408,-0.0650637
PBX1,9.85664,18.6911,0.923182
LRRC52,0,0,0
MGST3,2.98905,21.0902,2.81881
LOC440700,0.0145637,0.0528516,1.85957
"MIR3658,UCK2",41.2977,27.6081,-0.580968
FMO9P,0,0,0
POGK,19.4549,14.5317,-0.420934
MAEL,0,0.00877753,1.79769e+308
DUSP27,0,0.0141354,1.79769e+308
POU2F1,3.60729,4.38614,0.282036
RCSD1,54.4377,54.3319,-0.00280669
MPZL1,58.309,57.0223,-0.032193
DCAF6,20.7993,32.6046,0.64854
TIPRL,37.2682,41.2404,0.146114
SFT2D2,9.7515,11.6502,0.256663
TBX19,0.356326,0.706145,0.986766
MIR557,0,0,0
XCL1,0,0,0
MGC4473,0,0,0
ATP1B1,1.59908,4.57964,1.51799
BLZF1,8.11286,12.0419,0.569779
C1orf112,8.63752,9.68912,0.165749
METTL11B,0,0.0717905,1.79769e+308
GORAB,9.28471,12.4828,0.427017
PRRX1,0.307667,0.505035,0.715014
C1orf129,0,0,0
FMO3,0.0316545,0.0729399,1.2043
FMO6P,0,0,0
FMO2,0,0.00272352,1.79769e+308
FMO1,0,0.0349841,1.79769e+308
FMO4,0.488603,2.2892,2.22811
TOP1P1,0.744482,0.76675,0.0425193
PRRC2C,52.8477,52.3259,-0.0143157
METTL13,28.5863,27.3148,-0.0656392
DNM3,0.134108,2.38535,4.15273
MIR3120,0,0,0
C1orf105,0,0,0
C1orf9,9.84069,12.3774,0.330877
FASLG,0.0089125,0.0729791,3.03358
PRDX6,147.775,149.731,0.0189722
LOC730159,0,0,0
KLHL20,7.64988,9.53401,0.317646
DARS2,26.979,28.8666,0.0975641
LOC100506046,1.70345,1.87796,0.140699
ZBTB37,1.1851,1.78628,0.591954
RABGAP1L,30.107,45.6886,0.601737
GPR52,0.0811949,0.0948438,0.224164
CACYBP,110.734,84.1367,-0.396293
TNN,0.0247332,0.0536007,1.1158
PAPPA2,0.0420617,0.111151,1.40194
FAM5B,0.521711,1.08855,1.06108
RASAL2,0.0201293,0.253152,3.65264
C1orf49,0,0.0367154,1.79769e+308
C1orf220,0.0748276,0.198833,1.40991
MIR4424,0,0,0
RALGPS2,0.712784,2.51065,1.81653
FAM20B,14.3642,12.0286,-0.256017
TOR3A,51.7231,44.0726,-0.230927
SOAT1,15.0026,17.9545,0.259129
AXDND1,0.0301966,0.118016,1.96652
TDRD5,0.01301,0.060906,2.22696
FAM163A,0.00547523,0.139722,4.6735
TOR1AIP1,14.5475,18.0726,0.313036
CEP350,9.70588,10.5254,0.116948
"FLJ23867,QSOX1",6.18953,22.9557,1.89095
LHX4,0.678153,1.75493,1.37173
XPR1,8.39586,17.4099,1.05216
KIAA1614,0.105173,0.174742,0.732462
MR1,4.9289,6.64417,0.430825
IER5,14.8405,18.5291,0.320249
GM140,0,0,0
CACNA1E,0.054245,0.113748,1.06827
LINC00272,0,0,0
RGSL1,0.00417136,0,-1.79769e+308
LOC284648,0.114354,0.415641,1.86183
NPL,4.77197,12.2581,1.36108
DHX9,95.6004,68.4323,-0.48234
LAMC1,3.37899,11.63,1.78318
LAMC2,0,0.0341451,1.79769e+308
SMG7,45.96,45.7976,-0.00510784
RGL1,21.3437,26.484,0.311311
TSEN15,46.2293,44.8984,-0.0421441
C1orf21,1.18851,3.73227,1.6509
RNF2,5.81722,9.63547,0.728025
SWT1,3.55195,7.85032,1.14414
HMCN1,0.0181944,0.0173764,-0.0663702
PRG4,0.137179,0.23505,0.776906
C1orf27,19.2364,15.3582,-0.324823
OCLM,0.833483,1.15939,0.476143
PLA2G4A,79.7921,113.751,0.511558
LOC440704,0,0,0
RGS18,0.0380552,0.145513,1.93499
RGS21,0,0,0
RGS1,0.0857723,0.767941,3.16241
RGS13,0.0446449,0.312704,2.80823
RGS2,1.9217,3.72265,0.953948
TROVE2,17.7505,21.2642,0.260572
CDC73,15.1764,16.0426,0.0800802
MIR1278,0,0,0
CFH,0.79441,2.74297,1.78778
CFHR3,0,0,0
CFHR1,0.0238626,0.10577,2.14811
CFHR4,0.105407,0.177464,0.751562
CFHR2,0,0,0
CFHR5,0,0,0
CRB1,0.00332468,0.00564452,0.763634
C1orf53,1.86127,1.7838,-0.0613347
LHX9,0,0.0583171,1.79769e+308
NEK7,12.6565,19.4299,0.618398
PTPRC,2.25112,4.99758,1.15059
NR5A2,0.00315837,0.0779282,4.6249
FAM58BP,0,0,0
CAMSAP2,8.32448,11.7369,0.49562
GPR25,0,0.0150192,1.79769e+308
C1orf106,10.7325,11.9926,0.16016
IGFN1,0.00256489,0.0480224,4.22674
PKP1,0,0.0654598,1.79769e+308
RPS10P7,3.39646,4.84783,0.513308
NAV1,2.64707,5.60584,1.08253
MIR1231,0,0,0
IPO9,18.7235,16.8431,-0.152695
SHISA4,1.45458,2.70915,0.897239
TIMM17A,105.087,78.4502,-0.421731
RNPEP,49.3349,54.8817,0.153718
ELF3,0.0227653,0.0332041,0.544524
GPR37L1,0,0.0119499,1.79769e+308
PTPRVP,0.125857,0.240038,0.93148
LGR6,0.751905,1.18065,0.650959
PPP1R12B,6.64348,8.43257,0.344034
KDM5B-AS1,0.248182,5.58963,4.49328
LOC641515,0,0,0
LOC148709,0.0209504,0.267115,3.67241
TMEM183A,66.6485,69.5941,0.0623921
PPFIA4,0.699529,2.91722,2.06014
ADORA1,0.69349,2.82701,2.02733
BTG2,71.8596,91.9654,0.35591
PRELP,0,0.101554,1.79769e+308
OPTC,0,0,0
ATP2B4,8.05636,14.2719,0.824981
SNORA77,0,0,0
LINC00260,0.72586,0.820426,0.176681
LAX1,0.423107,0.531906,0.330149
ZC3H11A,36.9454,39.3347,0.090407
ZBED6,8.19617,10.248,0.322326
SNRPE,124.299,101.861,-0.287213
SOX13,6.68898,10.8242,0.694407
MDM4,5.97291,6.21491,0.0572999
NFASC,0.019408,3.12357,7.3304
CNTN2,0,0.00545579,1.79769e+308
TMCC2,12.6646,23.4044,0.88598
LOC284576,0.00574534,0.04712,3.03587
CDK18,4.06838,9.91342,1.28493
MFSD4,0.183393,0.526241,1.52079
LOC284581,0.0061916,0.0112819,0.865626
FAM72A,19.9784,19.2021,-0.0571757
AVPR1B,0,0.128194,1.79769e+308
CTSE,0,0,0
SRGAP2,19.5499,32.1931,0.719594
IKBKE,6.35601,9.72202,0.613134
RASSF5,85.2094,87.836,0.0438001
DYRK3,0.98597,4.56356,2.21054
MAPKAPK2,20.7387,40.6625,0.971372
IL19,0.153415,0.19779,0.366522
IL20,0,0,0
IL24,1.54883,1.52154,-0.0256462
PFKFB2,0.658407,2.14795,1.70591
C4BPB,0.410452,1.69354,2.04476
C4BPA,0,0,0
CD55,12.9353,15.602,0.270418
CR2,33.3072,67.8937,1.02744
CR1,0.00922277,0.0691352,2.90615
CR1L,0.00451565,0.00410819,-0.136429
CD46,76.4819,73.2816,-0.0616677
LOC148696,0.170084,0.246219,0.533697
"MIR205,MIR205HG",0.0211878,0.153273,2.8548
CAMK1G,0,0,0
G0S2,3.85839,8.09691,1.06937
HSD11B1,0.0118915,0.529348,5.47621
TRAF3IP3,2.05055,4.09606,0.998222
DIEXF,7.94581,7.3306,-0.116263
SYT14,0,0.01311,1.79769e+308
SERTAD4,0.0327339,0.25324,2.95165
HHAT,0.116737,0.23694,1.02126
RCOR3,13.5775,17.1793,0.339454
TRAF5,7.43498,10.81,0.539969
LINC00467,32.671,54.5584,0.73979
DTL,33.086,21.9119,-0.594508
MIR3122,0,0,0
PPP2R5A,23.2946,29.8184,0.35621
SNORA16B,8.46996,0,-1.79769e+308
NENF,30.5788,44.6077,0.54476
ATF3,9.69668,12.046,0.312987
FAM71A,0,0.00632738,1.79769e+308
TATDN3,12.3027,16.6369,0.435409
FLVCR1,11.4691,10.0399,-0.192002
VASH2,4.78191,8.65206,0.855459
RPS6KC1,4.57321,10.1729,1.15346
LINC00538,0,0,0
PROX1,1.55032,3.53292,1.1883
SMYD2,26.1018,16.6259,-0.650723
CENPF,27.3727,28.5645,0.0614882
KCNK2,0.375937,0.406595,0.113101
KCTD3,39.4982,34.1991,-0.207829
SPATA17,0.113731,0.516004,2.18175
RRP15,8.65359,7.92767,-0.126403
TGFB2,0.0118021,0.0952778,3.01309
LYPLAL1,13.8879,23.5396,0.761259
RNU5F-1,0,0,0
IARS2,97.6678,100.337,0.0388996
MARK1,0.123012,0.809846,2.71885
C1orf115,0.278273,1.05355,1.92068
02/Mar,0,0.0586342,1.79769e+308
01/Mar,0.855305,2.62029,1.61521
HLX,0.0213812,0.3959,4.21072
MIA3,22.9894,27.0816,0.236344
BROX,14.4323,17.4955,0.277677
FAM177B,0.0128666,0.0934653,2.8608
DISP1,0.147884,0.358879,1.27903
C1orf65,0,0,0
CAPN2,0.571045,2.9395,2.36389
FBXO28,12.3255,13.0744,0.0851008
DEGS1,31.8539,32.0469,0.0087132
CNIH4,55.5218,64.5182,0.216652
CNIH3,0.682052,4.23036,2.63283
DNAH14,11.1858,16.6638,0.575056
SRP9,270.111,229.495,-0.235089
EPHX1,60.1274,82.5825,0.457813
H3F3A,1049.85,947.125,-0.148562
MIXL1,0,0,0
C1orf95,0.0753402,1.26529,4.0699
PSEN2,5.65141,8.97292,0.666967
ADCK3,42.7396,37.1814,-0.200991
ZNF678,2.02851,2.1591,0.090005
LOC100130093,2.68402,4.25136,0.66353
SNAP47,15.5388,17.941,0.207382
PRSS38,0.0987614,0.243259,1.30048
WNT3A,0,0.0731629,1.79769e+308
ARF1,422.03,385.358,-0.131148
MIR3620,0,0,0
GUK1,153.553,202.884,0.401914
GJC2,0.074718,0.23509,1.65369
IBA57,2.22124,1.19566,-0.893561
OBSCN,0.416161,0.883609,1.08627
HIST3H2BB,0.841216,1.3962,0.730955
MIR4666A,0,0,0
RNF187,88.2794,84.6569,-0.0604499
"DUSP5P,RHOU",0.17347,2.33776,3.75237
"RAB4A,SPHAR",12.6436,16.2841,0.365065
URB2,17.8113,14.2323,-0.323632
GALNT2,40.8796,55.1478,0.431921
COG2,25.5853,34.1455,0.416379
CAPN9,0,0,0
ARV1,21.2881,21.0903,-0.0134672
TRIM67,0.0143065,0.0832768,2.54124
GNPAT,32.0304,38.4884,0.26498
C1orf124,7.73297,9.46778,0.292004
"DISC1,TSNAX,TSNAX-DISC1",30.9591,44.5796,0.526021
KIAA1383,0.95632,1.87975,0.974979
NTPCR,37.8526,48.6857,0.363107
KIAA1804,10.87,11.4889,0.079889
KCNK1,14.374,21.2934,0.566947
MIR4427,0,0,0
SLC35F3,0.0936983,0.678132,2.85547
MIR4671,0,0,0
C1orf31,65.8167,50.4765,-0.38284
LINC00184,0.0286177,0.02606,-0.135071
LOC100506810,0.772907,1.70382,1.1404
GGPS1,8.98536,10.2985,0.196786
TBCE,24.0102,19.693,-0.285967
GPR137B,2.03248,9.62298,2.24324
EDARADD,0.358258,1.0599,1.56485
LGALS8,6.11529,8.32292,0.444668
ACTN2,0,0.0156623,1.79769e+308
MTR,12.2885,13.0508,0.086831
RYR2,0.629301,1.17749,0.903887
LOC100130331,0,0,0
CHRM3,7.34041,10.6861,0.541809
RPS7P5,0,0,0
FMN2,0.0023879,0.0261563,3.45335
MIR3123,0,0,0
KMO,4.81865,4.51245,-0.0947182
WDR64,0.0641365,0.152775,1.2522
EXO1,23.4652,19.8153,-0.243909
SDCCAG8,3.93636,5.2714,0.421323
MIR4677,0,0,0
LOC339529,0.00924412,0.0168182,0.863417
ZNF238,2.1771,4.71513,1.11489
C1orf100,0,0,0
C1orf101,0.0345372,0.0389408,0.17313
PPPDE1,19.5457,20.391,0.0610838
COX20,18.8774,18.8296,-0.00365589
EFCAB2,1.22316,0.589216,-1.05374
KIF26B,0.505944,1.16528,1.20363
CNST,12.1845,16.738,0.458083
SCCPDH,0.273569,1.73253,2.6629
LOC149134,0,0.0144305,1.79769e+308
VN1R5,0,0,0
NLRP3,0.0456952,0.798919,4.12793
OR2W5,0,0.0234266,1.79769e+308
C1orf150,0.110485,0.503309,2.18759
OR2G2,0,0,0
OR2G3,0,0,0
TRIM58,5.41724,10.7216,0.984891
OR2W3,1.39526,3.48559,1.32087
OR2T8,0.138657,0.35848,1.37037
OR2L13,0,0,0
OR2L8,0,0,0
OR2AK2,0,0.0164322,1.79769e+308
OR2L1P,0,0,0
OR2L2,0,0,0
OR2L3,0,0,0
OR2M1P,0,0,0
OR2M5,0,0,0
OR2M2,0,0,0
OR2M3,0,0.035848,1.79769e+308
OR2M4,0,0.017995,1.79769e+308
OR14C36,0,0,0
OR2T4,0,0,0
OR2T6,0,0,0
OR2T1,0,0,0
OR2T2,0,0,0
OR2T3,0,0,0
OR2T5,0,0,0
OR2G6,0,0,0
MIR3124,0,0,0
ZNF672,9.57972,13.3956,0.483707
PGBD2,1.8562,1.54212,-0.267435
WASH7P,19.1666,23.5622,0.297876
FAM138A,0.0168692,0.0572973,1.76407
LOC729737,1.38103,2.26164,0.711624
OR4F16,0.049658,0.0497889,0.00379725
LOC100133331,1.62259,2.38451,0.555397
LOC100288069,7.00941,11.2645,0.684425
LINC00115,2.75574,3.20814,0.219296
FAM41C,2.47765,3.38859,0.45171
LOC100130417,0.0481381,0.0859189,0.835795
NOC2L,105.043,82.8081,-0.343132
C1orf170,0.668656,0.599962,-0.156393
HES4,1.64858,2.59089,0.652223
RNF223,0.0796677,0.418929,2.39464
C1orf159,6.91088,7.59339,0.135875
TNFRSF18,96.4893,64.0521,-0.591124
TNFRSF4,0.0162461,0,-1.79769e+308
SDF4,129.748,108.754,-0.254646
FAM132A,0.574303,0.504532,-0.186867
UBE2J2,29.8417,27.5252,-0.116577
ACAP3,23.3745,34.7729,0.573026
CPSF3L,47.7686,46.3159,-0.0445544
DVL1,22.8046,23.5585,0.0469215
MXRA8,0.321486,0.949826,1.56291
AURKAIP1,143.67,132.836,-0.113111
CCNL2,63.4721,74.2579,0.226421
MRPL20,175.915,146.284,-0.266106
ANKRD65,0,0.0093748,1.79769e+308
TMEM240,0.0640767,0,-1.79769e+308
SSU72,153.345,153.702,0.00335539
C1orf233,10.4206,14.0579,0.431938
"CDK11A,CDK11B",58.2827,58.565,0.00697099
SLC35E2B,16.2627,20.2309,0.314986
SLC35E2,7.56857,10.1757,0.427037
NADK,82.148,79.8069,-0.0417131
GNB1,153.796,157.623,0.0354584
TMEM52,9.13855,8.88333,-0.0408646
KIAA1751,0.00329533,0.111245,5.07718
C1orf86,22.5651,28.1892,0.321052
MORN1,1.45493,2.57173,0.821788
LOC100129534,0.0725471,0.13827,0.930494
PEX10,12.1226,16.1321,0.412241
PANK4,8.88124,9.02662,0.0234251
HES5,0.0133148,0.0483498,1.86048
LOC115110,0.869683,1.59716,0.876947
LOC100133445,2.62985,3.49244,0.409256
MMEL1,0.00549611,0.0650537,3.56515
TTC34,0.00938378,0.0341422,1.86332
FLJ42875,0.0343825,0.337625,3.29568
MEGF6,2.4171,2.3512,-0.0398762
MIR551A,0,0,0
WRAP73,14.842,19.2869,0.377931
TP73-AS1,0.490432,1.02289,1.06053
LRRC47,26.9542,27.2955,0.0181489
CEP104,11.2853,13.1306,0.218484
C1orf174,14.1051,13.2471,-0.0905435
MIR4689,0,0,0
NPHP4,4.03862,6.50921,0.688619
CHD5,0.0235949,0.0373472,0.662525
RPL22,478.045,447.242,-0.0960919
ICMT,28.7339,24.093,-0.254139
GPR153,0.577811,2.36649,2.03408
ACOT7,49.9771,53.8512,0.107711
HES2,0.0292749,0.664293,4.50409
MIR4252,0,0,0
"PLEKHG5,TNFRSF25",21.6901,16.1871,-0.422196
NOL9,5.00499,3.72847,-0.424783
KLHL21,29.1438,21.9587,-0.408394
DNAJC11,24.1225,20.9184,-0.205602
UTS2,0.0333071,0.559587,4.07046
TNFRSF9,0.012836,0.152305,3.56869
ERRFI1,1.2766,5.33373,2.06284
RERE,20.4225,28.5316,0.482403
ENO1,1742.8,1117.36,-0.641305
SLC2A7,0,0,0
SLC2A5,0.696535,0.858777,0.302087
GPR157,1.11042,1.76225,0.66631
MIR34A,0,0,0
C1orf200,0.00910955,0,-1.79769e+308
CLSTN1,26.8362,39.9517,0.574076
CTNNBIP1,3.66971,6.75818,0.88097
LZIC,22.1178,27.1897,0.297855
DFFA,27.866,32.7427,0.23267
CASZ1,0.187274,1.32212,2.81963
C1orf127,0.0173699,0.0896939,2.36842
MASP2,0.60453,0.945701,0.64557
SRM,327.245,189.806,-0.78584
EXOSC10,47.426,34.8497,-0.44453
MTOR,24.099,23.1574,-0.0574994
FBXO2,2.35852,12.5316,2.40962
MAD2L2,84.4754,118.784,0.491739
MTHFR,13.7815,17.4495,0.34045
NPPA,0.4245,0.747089,0.815516
NPPB,0,0,0
KIAA2013,52.2526,50.3182,-0.0544216
DHRS3,10.0049,13.7316,0.456789
PRAMEF11,0.0362067,0.0663571,0.873994
"HNRNPCL1,LOC649330",0.0323512,0.102645,1.66577
PRAMEF4,0.045638,0.0783632,0.779942
PRAMEF10,0,0,0
PRAMEF6,0.0132304,0.118956,3.1685
PRAMEF5,0.00595591,0.0511188,3.10146
LOC440563,0.0153748,0.0278863,0.858989
PRAMEF3,0.0029587,0.0568671,4.26456
PRAMEF8,0,0,0
"PRAMEF13,PRAMEF14",0,0.00354555,1.79769e+308
PRAMEF18,0.00192437,0.0794374,5.36736
"PRAMEF7,PRAMEF8",0,0,0
PRAMEF14,0,0.00354576,1.79769e+308
PRAMEF18,0.00192437,0.0724316,5.23416
LRRC38,1.07369,3.88434,1.85509
C1orf126,0.549323,1.26937,1.20839
CASP9,5.0747,8.68932,0.775921
AGMAT,7.42428,2.43651,-1.60744
UQCRHL,132.702,118.94,-0.157959
FLJ37453,2.5649,2.96691,0.210057
ZBTB17,8.91013,10.8365,0.28238
HSPB7,0.936637,0.878737,-0.0920596
FAM131C,2.21451,5.10181,1.20402
EPHA2,0.816842,2.21711,1.44055
ARHGEF19,3.53451,2.46647,-0.519065
RSG1,3.98291,5.82983,0.549632
FBXO42,8.13849,8.42606,0.0500965
SPATA21,0,0.00741983,1.79769e+308
CROCCP3,0.21001,0.863747,2.04015
NBPF1,3.19368,5.77,0.853349
CROCCP2,19.623,24.5484,0.323083
ESPNP,0.0163043,0.0593586,1.86421
MST1P9,0.0708226,0.151834,1.10021
MIR3675,0,0,0
MFAP2,0.636128,12.7738,4.32773
ATP13A2,16.5328,32.8113,0.988861
SDHB,168.109,136.027,-0.305502
PADI2,0.306944,2.58525,3.07426
RCC2,94.7091,73.3259,-0.369179
TAS1R2,0,0.0116335,1.79769e+308
"ALDH4A1,MIR4695",6.50992,11.3736,0.804978
IFFO2,8.6058,8.57222,-0.00564065
UBR4,42.3457,44.7326,0.0791133
KIAA0090,42.668,31.9414,-0.417726
AKR7L,0.694379,0.61255,-0.180895
AKR7A3,0.494847,0.782514,0.661133
LOC100506730,2.30372,3.18319,0.466506
AKR7A2,22.5754,25.4704,0.174066
CAPZB,129.499,137.717,0.0887604
TMCO4,4.78606,3.6799,-0.379173
RNF186,0.0420477,0.712289,4.08236
PLA2G2E,0,0,0
PLA2G2A,0,0,0
PLA2G2D,0.415166,0.467262,0.170543
PLA2G2C,0,0.0993657,1.79769e+308
LOC339505,0,0,0
CAMK2N1,0.206601,4.19599,4.34409
MUL1,26.0611,28.4472,0.126393
DDOST,467.476,450.379,-0.053754
KIF17,0.0186849,0.170471,3.18958
SH2D5,1.13952,4.48171,1.97562
HP1BP3,92.8031,92.5905,-0.00330837
EIF4G3,16.5985,24.0602,0.535598
ECE1,14.4721,17.5586,0.27891
RAP1GAP,0.695192,4.3812,2.65584
USP48,31.1834,39.0724,0.325371
HSPG2,0.307612,0.429676,0.482136
WNT4,0.0400871,0.270559,2.75473
MIR4253,0,0,0
LOC729059,0,0.0411451,1.79769e+308
LUZP1,5.37362,8.77496,0.707498
HTR1D,0.0056282,0.0615493,3.451
HNRNPR,226.976,178.036,-0.350371
ZNF436,5.64498,5.98584,0.0845849
TCEA3,0.42604,2.99177,2.81194
ASAP3,0.105867,2.7246,4.68573
E2F2,21.6309,20.5052,-0.0771032
ID3,6.27394,10.3711,0.725126
LOC100506963,7.72329,10.6119,0.458399
GALE,12.0258,14.6885,0.288553
HMGCL,5.98896,13.5683,1.17987
FUCA1,13.3658,30.2401,1.17792
CNR2,0,0.00853555,1.79769e+308
SRSF10,61.9549,50.6541,-0.290539
MYOM3,0,0.0024236,1.79769e+308
IL22RA1,0.134267,1.97271,3.877
IL28RA,4.74046,5.6849,0.262109
C1orf201,1.08584,2.52042,1.21485
RCAN3AS,0.198118,1.92103,3.27744
RUNX3,27.996,25.0202,-0.162128
SYF2,38.7409,38.1185,-0.0233652
C1orf63,45.9248,48.0712,0.0658983
RHCE,0.780019,1.90093,1.28512
LOC646471,0.81372,1.86904,1.19969
C1orf135,10.9182,6.69559,-0.705455
PAQR7,1.38737,2.78782,1.00679
"MIR3917,STMN1",290.956,280.181,-0.0544393
PAFAH2,5.52868,8.07288,0.546148
SLC30A2,0.00696706,0.172216,4.62753
TRIM63,0,0.0343791,1.79769e+308
UBXN11,13.0364,19.154,0.555101
AIM1L,0.0559893,0.354963,2.66445
ZNF683,0,0,0
GPN2,17.7611,20.3879,0.198992
GPATCH3,11.4415,9.38927,-0.285194
NR0B2,0.0549781,0.0124748,-2.13983
